data||type||speaker||lineNumber||songTitle||songNumber||album||
Now, now that you know||Intro||Kanye West||44||RoboCop||7||808s & Heartbreak||
Now, now that you know||Intro||Kanye West||45||RoboCop||7||808s & Heartbreak||
Yeah I had her before but that happened before||Intro||Kanye West||46||RoboCop||7||808s & Heartbreak||
You get mad when you know so just don't ask me no more||Intro||Kanye West||47||RoboCop||7||808s & Heartbreak||
Okay, okay, okay, uh, uh||Intro||Kanye West||48||RoboCop||7||808s & Heartbreak||
It ain't okay, okay, okay, uh||Intro||Kanye West||49||RoboCop||7||808s & Heartbreak||
You spoiled little LA girl||Intro||Kanye West||50||RoboCop||7||808s & Heartbreak||
You're just an LA girl||Intro||Kanye West||51||RoboCop||7||808s & Heartbreak||
You spoiled little LA girl||Intro||Kanye West||52||RoboCop||7||808s & Heartbreak||
You're just an LA girl||Intro||Kanye West||53||RoboCop||7||808s & Heartbreak||
You spoiled little LA girl||Intro||Kanye West||54||RoboCop||7||808s & Heartbreak||
You're just an LA girl (You need to stop it now)||Intro||Kanye West||55||RoboCop||7||808s & Heartbreak||
You spoiled little LA girl||Intro||Kanye West||56||RoboCop||7||808s & Heartbreak||
You're just an LA girl (You need to stop it now)||Intro||Kanye West||57||RoboCop||7||808s & Heartbreak||
Oh you're kidding me||Intro||Kanye West||58||RoboCop||7||808s & Heartbreak||
You must be joking||Intro||Kanye West||59||RoboCop||7||808s & Heartbreak||
Or you are smoking||Intro||Kanye West||60||RoboCop||7||808s & Heartbreak||
Oh oh you're kidding me||Intro||Kanye West||61||RoboCop||7||808s & Heartbreak||
Oh you're kidding me||Intro||Kanye West||62||RoboCop||7||808s & Heartbreak||
Haha, that was a good one||Intro||Kanye West||63||RoboCop||7||808s & Heartbreak||
Your first good one in a while||Intro||Kanye West||64||RoboCop||7||808s & Heartbreak||
Your first good one in a while||Intro||Kanye West||65||RoboCop||7||808s & Heartbreak||
You need to stop it now||Intro||Kanye West||66||RoboCop||7||808s & Heartbreak||
You need to stop it now||Intro||Kanye West||67||RoboCop||7||808s & Heartbreak||
Oh you need to stop it now||Intro||Kanye West||68||RoboCop||7||808s & Heartbreak||
Let me know||Intro||Kanye West||1||Street Lights||8||808s & Heartbreak||
Do I still got time to grow?||Intro||Kanye West||2||Street Lights||8||808s & Heartbreak||
Things ain't always set in stone||Intro||Kanye West||3||Street Lights||8||808s & Heartbreak||
That be known let me know||Intro||Kanye West||4||Street Lights||8||808s & Heartbreak||
Let me...||Intro||Kanye West||5||Street Lights||8||808s & Heartbreak||
Seems like street lights, glowing, happen to be||Intro||Kanye West||6||Street Lights||8||808s & Heartbreak||
Just like moments, passing, in front of me||Intro||Kanye West||7||Street Lights||8||808s & Heartbreak||
So I hopped in the cab and I paid my fare||Intro||Kanye West||8||Street Lights||8||808s & Heartbreak||
See I know my destination, but I'm just not there||Intro||Kanye West||9||Street Lights||8||808s & Heartbreak||
All the street lights, glowing, happen to be||Intro||Kanye West||10||Street Lights||8||808s & Heartbreak||
Just like moments, passing, in front of me||Intro||Kanye West||11||Street Lights||8||808s & Heartbreak||
So I hopped in the cab and I paid my fare||Intro||Kanye West||12||Street Lights||8||808s & Heartbreak||
See I know my destination, but I'm just not there||Intro||Kanye West||13||Street Lights||8||808s & Heartbreak||
In the streets||Intro||Kanye West||14||Street Lights||8||808s & Heartbreak||
In the streets||Intro||Kanye West||15||Street Lights||8||808s & Heartbreak||
I'm just not there in the streets||Intro||Kanye West||16||Street Lights||8||808s & Heartbreak||
I'm just not there||Intro||Kanye West||17||Street Lights||8||808s & Heartbreak||
Life's just not fair||Intro||Kanye West||18||Street Lights||8||808s & Heartbreak||
Seems like street lights, glowing, happen to be||Intro||Kanye West||19||Street Lights||8||808s & Heartbreak||
Just like moments, passing, in front of me||Intro||Kanye West||20||Street Lights||8||808s & Heartbreak||
So I hopped in the cab and I paid my fare||Intro||Kanye West||21||Street Lights||8||808s & Heartbreak||
See I know my destination, but I'm just not there||Intro||Kanye West||22||Street Lights||8||808s & Heartbreak||
All the street lights, glowing, happen to be||Intro||Kanye West||23||Street Lights||8||808s & Heartbreak||
Just like moments, passing, in front of me||Intro||Kanye West||24||Street Lights||8||808s & Heartbreak||
So I hopped in the cab and I paid my fare||Intro||Kanye West||25||Street Lights||8||808s & Heartbreak||
See I know my destination, but I'm just not there||Intro||Kanye West||26||Street Lights||8||808s & Heartbreak||
All the street lights, glowing, happen to be||Intro||Kanye West||27||Street Lights||8||808s & Heartbreak||
Just like moments, passing, in front of me||Intro||Kanye West||28||Street Lights||8||808s & Heartbreak||
So I hopped in the cab and I paid my fare||Intro||Kanye West||29||Street Lights||8||808s & Heartbreak||
See I know my destination, but I'm just not there||Intro||Kanye West||30||Street Lights||8||808s & Heartbreak||
In the streets||Intro||Kanye West||31||Street Lights||8||808s & Heartbreak||
In the streets||Intro||Kanye West||32||Street Lights||8||808s & Heartbreak||
I'm just not there in the streets||Intro||Kanye West||33||Street Lights||8||808s & Heartbreak||
I'm just not there||Intro||Kanye West||34||Street Lights||8||808s & Heartbreak||
Life's just not fair||Intro||Kanye West||35||Street Lights||8||808s & Heartbreak||
Life's just not fair||Intro||Kanye West||36||Street Lights||8||808s & Heartbreak||
Didn't you know, I was waiting on you||Intro||Kanye West||1||Bad News||9||808s & Heartbreak||
Waiting on a dream that'll never come true||Intro||Kanye West||2||Bad News||9||808s & Heartbreak||
Didn't you know, I was waiting on you||Intro||Kanye West||3||Bad News||9||808s & Heartbreak||
My face turned to stone when I heard the news||Intro||Kanye West||4||Bad News||9||808s & Heartbreak||
When you decide to break the rules||Intro||Kanye West||5||Bad News||9||808s & Heartbreak||
'Cause I just heard some real bad news||Intro||Kanye West||6||Bad News||9||808s & Heartbreak||
People'll talk like it's old news||Intro||Kanye West||7||Bad News||9||808s & Heartbreak||
I played it off and act like I already knew||Intro||Kanye West||8||Bad News||9||808s & Heartbreak||
Let me ask you how long have you known dude||Intro||Kanye West||9||Bad News||9||808s & Heartbreak||
You played it off and act like he's brand new||Intro||Kanye West||10||Bad News||9||808s & Heartbreak||
When you decide, to break the rules||Intro||Kanye West||11||Bad News||9||808s & Heartbreak||
'Cause I just heard some real bad news||Intro||Kanye West||12||Bad News||9||808s & Heartbreak||
Real bad news||Intro||Kanye West||13||Bad News||9||808s & Heartbreak||
Real bad news||Intro||Kanye West||14||Bad News||9||808s & Heartbreak||
Real bad news||Intro||Kanye West||15||Bad News||9||808s & Heartbreak||
Oh, you just gon' keep another no you won't||Intro||Kanye West||16||Bad News||9||808s & Heartbreak||
Oh, you just gon' keep it like you never knew||Intro||Kanye West||17||Bad News||9||808s & Heartbreak||
Oh, you just gon' keep another love for you||Intro||Kanye West||18||Bad News||9||808s & Heartbreak||
Oh, you just gon' keep it like you never knew||Intro||Kanye West||19||Bad News||9||808s & Heartbreak||
While I'm waiting on a dream that'll never come true||Intro||Kanye West||20||Bad News||9||808s & Heartbreak||
Oh, you just gon' keep it like you never knew||Intro||Kanye West||21||Bad News||9||808s & Heartbreak||
My face turned to stone when I heard the news||Intro||Kanye West||22||Bad News||9||808s & Heartbreak||
What's on the news?||Intro||Kanye West||23||Bad News||9||808s & Heartbreak||
Channel cruise||Intro||Kanye West||24||Bad News||9||808s & Heartbreak||
I'm cold! (Yeah)||Intro||Kanye West & Lil Wayne||1||See You in My Nightmares||10||808s & Heartbreak||
I'm cold! (Yeah)||Intro||Kanye West & Lil Wayne||2||See You in My Nightmares||10||808s & Heartbreak||
I'm cold! (Yeah, yeah)||Intro||Kanye West & Lil Wayne||3||See You in My Nightmares||10||808s & Heartbreak||
I got the right to put up a fight||Bridge||Lil Wayne||4||See You in My Nightmares||10||808s & Heartbreak||
But not quite, 'cause you cut off my light||Bridge||Lil Wayne||5||See You in My Nightmares||10||808s & Heartbreak||
But my sight is better tonight||Bridge||Lil Wayne||6||See You in My Nightmares||10||808s & Heartbreak||
And I might see you in my nightmare||Bridge||Lil Wayne||7||See You in My Nightmares||10||808s & Heartbreak||
Ooh, how did you get there?||Bridge||Lil Wayne||8||See You in My Nightmares||10||808s & Heartbreak||
'Cause we were once a fairy tale||Bridge||Lil Wayne||9||See You in My Nightmares||10||808s & Heartbreak||
But this is farewell, yeah||Bridge||Lil Wayne||10||See You in My Nightmares||10||808s & Heartbreak||
I got my life and it's my only one||Verse 1||Kanye West||11||See You in My Nightmares||10||808s & Heartbreak||
I got the night, I'm running from the sun||Verse 1||Kanye West||12||See You in My Nightmares||10||808s & Heartbreak||
So good night, I'm headed out the door||Verse 1||Kanye West||13||See You in My Nightmares||10||808s & Heartbreak||
Door, door, door, door||Verse 1||Kanye West||14||See You in My Nightmares||10||808s & Heartbreak||
After tonight there will be no return||Verse 1||Kanye West||15||See You in My Nightmares||10||808s & Heartbreak||
After tonight I'm taking off on the road||Verse 1||Kanye West||16||See You in My Nightmares||10||808s & Heartbreak||
I'm taking off on the road||Verse 1||Kanye West||17||See You in My Nightmares||10||808s & Heartbreak||
And that you know||Verse 1||Kanye West||18||See You in My Nightmares||10||808s & Heartbreak||
That you know||Chorus||Kanye West||19||See You in My Nightmares||10||808s & Heartbreak||
Tell everybody that you know||Chorus||Kanye West||20||See You in My Nightmares||10||808s & Heartbreak||
That I don't love you no more||Chorus||Kanye West||21||See You in My Nightmares||10||808s & Heartbreak||
And that's one thing that you know, that you know||Chorus||Kanye West||22||See You in My Nightmares||10||808s & Heartbreak||
Okay, I'm back up on my grind||Verse 2||Kanye West||23||See You in My Nightmares||10||808s & Heartbreak||
You do you and I'm just gon' do mine||Verse 2||Kanye West||24||See You in My Nightmares||10||808s & Heartbreak||
You do you 'cause I'm just gon' be fine||Verse 2||Kanye West||25||See You in My Nightmares||10||808s & Heartbreak||
Okay, I got you out my mind||Verse 2||Kanye West||26||See You in My Nightmares||10||808s & Heartbreak||
And the night is young, the drinks is cold||Verse 2||Kanye West||27||See You in My Nightmares||10||808s & Heartbreak||
The stars is out, I'm ready to go||Verse 2||Kanye West||28||See You in My Nightmares||10||808s & Heartbreak||
You always thought I was always wrong||Verse 2||Kanye West||29||See You in My Nightmares||10||808s & Heartbreak||
Well, now you know||Verse 2||Kanye West||30||See You in My Nightmares||10||808s & Heartbreak||
Tell everybody, everybody that you know||Chorus||Kanye West||31||See You in My Nightmares||10||808s & Heartbreak||
Tell everybody that you know||Chorus||Kanye West||32||See You in My Nightmares||10||808s & Heartbreak||
That I don't love you no more||Chorus||Kanye West||33||See You in My Nightmares||10||808s & Heartbreak||
And that's one thing that you know, that you know||Chorus||Kanye West||34||See You in My Nightmares||10||808s & Heartbreak||
I got the right to put up a fight||Bridge||Lil Wayne||35||See You in My Nightmares||10||808s & Heartbreak||
But not quite, 'cause you cut off my light||Bridge||Lil Wayne||36||See You in My Nightmares||10||808s & Heartbreak||
But my sight is better tonight||Bridge||Lil Wayne||37||See You in My Nightmares||10||808s & Heartbreak||
And I might see you in my nightmare||Bridge||Lil Wayne||38||See You in My Nightmares||10||808s & Heartbreak||
Ooh, how did you'd get there?||Bridge||Lil Wayne||39||See You in My Nightmares||10||808s & Heartbreak||
'Cause we were once a fairy tale||Bridge||Lil Wayne||40||See You in My Nightmares||10||808s & Heartbreak||
But this is farewell, yeah||Bridge||Lil Wayne||41||See You in My Nightmares||10||808s & Heartbreak||
Baby girl I'm finished, I thought we were committed||Verse 3||Lil Wayne||42||See You in My Nightmares||10||808s & Heartbreak||
I thought we were cemented, I really thought we meant it||Verse 3||Lil Wayne||43||See You in My Nightmares||10||808s & Heartbreak||
But now we just repent it, and now we just resent it||Verse 3||Lil Wayne||44||See You in My Nightmares||10||808s & Heartbreak||
The clouds is in my vision, look how high that I be getting||Verse 3||Lil Wayne||45||See You in My Nightmares||10||808s & Heartbreak||
And it's all because of you, girl we through||Verse 3||Lil Wayne||46||See You in My Nightmares||10||808s & Heartbreak||
You think your shit don't stank but you are Mrs. P-U||Verse 3||Lil Wayne||47||See You in My Nightmares||10||808s & Heartbreak||
And I don't see you with me no more||Verse 3||Lil Wayne||48||See You in My Nightmares||10||808s & Heartbreak||
Now tell everybody that you know, that you know||Verse 3||Lil Wayne||49||See You in My Nightmares||10||808s & Heartbreak||
That you know||Chorus||Kanye West||50||See You in My Nightmares||10||808s & Heartbreak||
Tell everybody that you know||Chorus||Kanye West||51||See You in My Nightmares||10||808s & Heartbreak||
That I don't love you no more||Chorus||Kanye West||52||See You in My Nightmares||10||808s & Heartbreak||
And that's one thing that you know, that you know||Chorus||Kanye West||53||See You in My Nightmares||10||808s & Heartbreak||
That you know||Chorus||Kanye West||54||See You in My Nightmares||10||808s & Heartbreak||
Tell everybody that you know||Chorus||Kanye West||55||See You in My Nightmares||10||808s & Heartbreak||
That I don't love you no more||Chorus||Kanye West||56||See You in My Nightmares||10||808s & Heartbreak||
And that's one thing that you know, that you know||Chorus||Kanye West||57||See You in My Nightmares||10||808s & Heartbreak||
On lonely nights, I start to fade||Intro||Kanye West||1||Coldest Winter||11||808s & Heartbreak||
On lonely nights, I start to fade||Intro||Kanye West||2||Coldest Winter||11||808s & Heartbreak||
Her love's a thousand miles away||Intro||Kanye West||3||Coldest Winter||11||808s & Heartbreak||
Her love's a thousand miles away||Intro||Kanye West||4||Coldest Winter||11||808s & Heartbreak||
Memories made in the coldest winter||Intro||Kanye West||5||Coldest Winter||11||808s & Heartbreak||
Goodbye my friend, will I ever love again?||Intro||Kanye West||6||Coldest Winter||11||808s & Heartbreak||
Memories made in the coldest winter||Intro||Kanye West||7||Coldest Winter||11||808s & Heartbreak||
It's 4 a.m. and I can't sleep||Intro||Kanye West||8||Coldest Winter||11||808s & Heartbreak||
It's 4 a.m. and I can't sleep||Intro||Kanye West||9||Coldest Winter||11||808s & Heartbreak||
Her love is all that I can see||Intro||Kanye West||10||Coldest Winter||11||808s & Heartbreak||
Her love is all that I can see||Intro||Kanye West||11||Coldest Winter||11||808s & Heartbreak||
Memories made in the coldest winter||Intro||Kanye West||12||Coldest Winter||11||808s & Heartbreak||
Goodbye my friend, will I ever love again?||Intro||Kanye West||13||Coldest Winter||11||808s & Heartbreak||
Memories made in the coldest winter, winter, winter||Intro||Kanye West||14||Coldest Winter||11||808s & Heartbreak||
Goodbye my friend, will I ever love again?||Intro||Kanye West||15||Coldest Winter||11||808s & Heartbreak||
Goodbye my friend, will I ever love again?||Intro||Kanye West||16||Coldest Winter||11||808s & Heartbreak||
Goodbye my friend, will I ever love again?||Intro||Kanye West||17||Coldest Winter||11||808s & Heartbreak||
If spring can take the snow away||Intro||Kanye West||18||Coldest Winter||11||808s & Heartbreak||
If spring can take the snow away||Intro||Kanye West||19||Coldest Winter||11||808s & Heartbreak||
Can it melt away all our mistakes||Intro||Kanye West||20||Coldest Winter||11||808s & Heartbreak||
Can it melt away all our mistakes||Intro||Kanye West||21||Coldest Winter||11||808s & Heartbreak||
Memories made in the coldest winter||Intro||Kanye West||22||Coldest Winter||11||808s & Heartbreak||
Goodbye my friend, I won't ever love again||Intro||Kanye West||23||Coldest Winter||11||808s & Heartbreak||
Never again||Intro||Kanye West||24||Coldest Winter||11||808s & Heartbreak||
Wise man say, wise man say||Intro||Kanye West||1||Pinocchio Story||12||808s & Heartbreak||
Wise man say||Intro||Kanye West||2||Pinocchio Story||12||808s & Heartbreak||
You'll never figure out real love||Intro||Kanye West||3||Pinocchio Story||12||808s & Heartbreak||
Never figure out real love||Intro||Kanye West||4||Pinocchio Story||12||808s & Heartbreak||
You'll never figure out real love||Intro||Kanye West||5||Pinocchio Story||12||808s & Heartbreak||
It's so crazy, crazy-crazy||Intro||Kanye West||6||Pinocchio Story||12||808s & Heartbreak||
I got everything figured out||Intro||Kanye West||7||Pinocchio Story||12||808s & Heartbreak||
But for some reason I can never find what real love is about, no doubt||Intro||Kanye West||8||Pinocchio Story||12||808s & Heartbreak||
Everything in the world figured out||Intro||Kanye West||9||Pinocchio Story||12||808s & Heartbreak||
But I can never seem to find what real love was about||Intro||Kanye West||10||Pinocchio Story||12||808s & Heartbreak||
Do you think I'd sacrifice real life||Intro||Kanye West||11||Pinocchio Story||12||808s & Heartbreak||
For all the fame and flashing lights?||Intro||Kanye West||12||Pinocchio Story||12||808s & Heartbreak||
Do you think I'd sacrifice a real life||Intro||Kanye West||13||Pinocchio Story||12||808s & Heartbreak||
For all the fame and flashing lights?||Intro||Kanye West||14||Pinocchio Story||12||808s & Heartbreak||
There is no Gucci I can buy||Intro||Kanye West||15||Pinocchio Story||12||808s & Heartbreak||
There is no Louis Vuitton to put on||Intro||Kanye West||16||Pinocchio Story||12||808s & Heartbreak||
There is no YSL that they could sell||Intro||Kanye West||17||Pinocchio Story||12||808s & Heartbreak||
To get my heart out of this hell and my mind out of this jail||Intro||Kanye West||18||Pinocchio Story||12||808s & Heartbreak||
There is no clothes that I could buy||Intro||Kanye West||19||Pinocchio Story||12||808s & Heartbreak||
That could turn back in time||Intro||Kanye West||20||Pinocchio Story||12||808s & Heartbreak||
There is no vacation spot I could fly||Intro||Kanye West||21||Pinocchio Story||12||808s & Heartbreak||
That could bring back a piece of real life||Intro||Kanye West||22||Pinocchio Story||12||808s & Heartbreak||
Real life, what does it feel like?||Intro||Kanye West||23||Pinocchio Story||12||808s & Heartbreak||
I ask you tonight, I ask you tonight||Intro||Kanye West||24||Pinocchio Story||12||808s & Heartbreak||
What does it feel like? I ask you tonight||Intro||Kanye West||25||Pinocchio Story||12||808s & Heartbreak||
To live a real life||Intro||Kanye West||26||Pinocchio Story||12||808s & Heartbreak||
I just wanna be a real boy||Intro||Kanye West||27||Pinocchio Story||12||808s & Heartbreak||
They always say: "Kanye, he keeps it real boy"||Intro||Kanye West||28||Pinocchio Story||12||808s & Heartbreak||
Pinocchio's story is, I just wanna be a real boy||Intro||Kanye West||29||Pinocchio Story||12||808s & Heartbreak||
Pinocchio's story goes, to be a real boy||Intro||Kanye West||30||Pinocchio Story||12||808s & Heartbreak||
It's funny||Intro||Kanye West||31||Pinocchio Story||12||808s & Heartbreak||
Pinocchio lied and that's what kept him from it||Intro||Kanye West||32||Pinocchio Story||12||808s & Heartbreak||
I tell the truth and I keep running||Intro||Kanye West||33||Pinocchio Story||12||808s & Heartbreak||
It's like I'm lookin' for something out there, tryna find something||Intro||Kanye West||34||Pinocchio Story||12||808s & Heartbreak||
I turn on the TV and see me and see nothing||Intro||Kanye West||35||Pinocchio Story||12||808s & Heartbreak||
What does it feel like to live real life, to be real?||Intro||Kanye West||36||Pinocchio Story||12||808s & Heartbreak||
Not some facade on TV that no one can really feel||Intro||Kanye West||37||Pinocchio Story||12||808s & Heartbreak||
Do you really have the stamina?||Intro||Kanye West||38||Pinocchio Story||12||808s & Heartbreak||
For everybody that sees you that say: "where's my camera?"||Intro||Kanye West||39||Pinocchio Story||12||808s & Heartbreak||
For everybody that sees you to say: "sign an autograph"||Intro||Kanye West||40||Pinocchio Story||12||808s & Heartbreak||
For everybody that sees you cryin' that say you oughta laugh||Intro||Kanye West||41||Pinocchio Story||12||808s & Heartbreak||
You oughta laugh||Intro||Kanye West||42||Pinocchio Story||12||808s & Heartbreak||
I just wanna be a real boy||Intro||Kanye West||43||Pinocchio Story||12||808s & Heartbreak||
Pinocchio's story goes||Intro||Kanye West||44||Pinocchio Story||12||808s & Heartbreak||
I just wanna be a real boy||Intro||Kanye West||45||Pinocchio Story||12||808s & Heartbreak||
Pinocchio's story goes||Intro||Kanye West||46||Pinocchio Story||12||808s & Heartbreak||
And there is no Gepetto to guide me||Intro||Kanye West||47||Pinocchio Story||12||808s & Heartbreak||
No one right beside me||Intro||Kanye West||48||Pinocchio Story||12||808s & Heartbreak||
The only one was behind me||Intro||Kanye West||49||Pinocchio Story||12||808s & Heartbreak||
I can't find her no more, I can't call her no more||Intro||Kanye West||50||Pinocchio Story||12||808s & Heartbreak||
I can't—||Intro||Kanye West||51||Pinocchio Story||12||808s & Heartbreak||
The only one that come out on the tour and stays||Intro||Kanye West||52||Pinocchio Story||12||808s & Heartbreak||
Back when I was livin' at home and this was all a big dream||Intro||Kanye West||53||Pinocchio Story||12||808s & Heartbreak||
And the fame will be get got||Intro||Kanye West||54||Pinocchio Story||12||808s & Heartbreak||
And the day I moved to L.A., maybe that was all my fault||Intro||Kanye West||55||Pinocchio Story||12||808s & Heartbreak||
All my fault to be a real boy, chasin' the American dream||Intro||Kanye West||56||Pinocchio Story||12||808s & Heartbreak||
Chasin' everything we seen up on the TV screen||Intro||Kanye West||57||Pinocchio Story||12||808s & Heartbreak||
And when uh, the Benz was left||Intro||Kanye West||58||Pinocchio Story||12||808s & Heartbreak||
And the clothes was left, and the hoes was left||Intro||Kanye West||59||Pinocchio Story||12||808s & Heartbreak||
You talk the hoes to death thinkin' the money that the—||Intro||Kanye West||60||Pinocchio Story||12||808s & Heartbreak||
You spend the dough to death||Intro||Kanye West||61||Pinocchio Story||12||808s & Heartbreak||
And tell me what be left for a real boy!||Intro||Kanye West||62||Pinocchio Story||12||808s & Heartbreak||
They say: "Kanye, you keep it too real boy"||Intro||Kanye West||63||Pinocchio Story||12||808s & Heartbreak||
Perspective and wise, man say||Intro||Kanye West||64||Pinocchio Story||12||808s & Heartbreak||
One day, you'll find your way||Intro||Kanye West||65||Pinocchio Story||12||808s & Heartbreak||
The wise man say you'll find your way||Intro||Kanye West||66||Pinocchio Story||12||808s & Heartbreak||
The wise man say you'll find your way||Intro||Kanye West||67||Pinocchio Story||12||808s & Heartbreak||
Wise man say||Intro||Kanye West||68||Pinocchio Story||12||808s & Heartbreak||
